EMPLOYEE_ID,FULL_NAME,DATE_OF_BIRTH,GENDER,SALARY,START_DATE_WORK,TERMINATION_DATE,DEPARTMENT_ID
E000073,Hạnh Bảo Hoàng,2004-05-21,Nữ,16106898,2022-05-17,,D001
E000074,Quý cô Hương Nguyễn,1993-08-21,Nữ,16106898,2011-08-17,,D001
E000075,Bảo Thế Dương,1989-09-23,Nam,16106898,2007-09-19,,D001
E000076,Yến Hoàng,2005-11-23,Nam,16106898,2023-11-19,,D001
E000077,Hải Văn Dương,1993-08-31,Nam,16106898,2011-08-27,2016-10-05,D001
E000078,Bảo Bùi,1983-01-09,Nữ,16106898,2001-01-04,2022-06-17,D001
E000079,Ông Trọng Phạm,1979-11-02,Nam,16106898,1997-10-28,,D001
E000080,Quý cô Chi Đặng,1983-12-17,Nữ,16106898,2001-12-12,2023-06-25,D001
E000081,Hưng Bùi,2002-05-19,Nam,16106898,2020-05-14,,D001
E000082,Lâm Dương,1982-10-09,Nữ,16106898,2000-10-04,,D001
E000083,Chị Nhật Vũ,1992-11-17,Nữ,16106898,2010-11-13,,D001
E000084,Mai Lê,1992-03-21,Nữ,16106898,2010-03-17,,D001
E000085,Ông Quang Đặng,2005-05-26,Nam,16106898,2023-05-22,,D001
E000086,Quang Mai,1986-05-17,Nữ,16106898,2004-05-12,,D001
E000087,Hoàng Hữu Trần,1992-03-29,Nữ,16106898,2010-03-25,,D001
E000088,Trọng Đặng,1980-06-27,Nam,16106898,1998-06-23,,D001
E000089,Quý cô Nhật Đặng,2006-09-06,Nam,16106898,2024-09-01,,D001
E000090,Vũ Quang Đặng,2000-08-13,Nam,16106898,2018-08-09,,D001
E000091,Quang Mai Bảo Vũ,1985-06-27,Nam,16106898,2003-06-23,,D001
E000092,Ông Phúc Trần,1996-10-14,Nam,16106898,2014-10-10,,D001
E000093,Quý cô Duyên Dương,2004-05-31,Nữ,16106898,2022-05-27,,D001
E000094,Chị Phương Dương,1995-11-01,Nữ,16106898,2013-10-27,,D001
E000095,Thành Quang Đặng,1998-03-31,Nữ,16106898,2016-03-26,,D001
E000096,Anh Khoa Lê,1996-05-18,Nữ,16106898,2014-05-14,2019-12-17,D001
E000097,Ánh Nguyễn,1986-01-23,Nữ,16106898,2004-01-19,,D001
E000098,Hạnh Đức Vũ,1987-08-31,Nữ,16106898,2005-08-26,,D001
E000099,Chị Dương Trần,1982-11-29,Nam,16106898,2000-11-24,2018-08-11,D001
E000100,Tú Lê,1988-11-18,Nữ,16106898,2006-11-14,2012-10-18,D001
E000101,Nhật Hoàng Đặng,1996-06-03,Nữ,16106898,2014-05-30,,D001
E000102,Ông Dũng Mai,1986-06-04,Nam,16106898,2004-05-30,,D001
E000103,Quang Quang Hoàng,1981-12-21,Nam,16106898,1999-12-17,,D001
E000104,Nhật Hải Mai,1982-07-23,Nữ,16106898,2000-07-18,,D001
E000105,Kim Bảo Bùi,2000-05-06,Nữ,16106898,2018-05-02,,D001
E000106,Quang Đức Đặng,1985-03-05,Nữ,16106898,2003-03-01,,D001
E000107,Trọng Xuân Vũ,1983-10-10,Nữ,16106898,2001-10-05,,D001
E000108,Hoàng Hữu Mai,2000-08-04,Nam,16106898,2018-07-31,,D001
E000109,Hạnh Mai,2006-04-15,Nữ,16106898,2024-04-10,,D001
E000110,Cô Ngọc Dương,1981-08-20,Nữ,16106898,1999-08-16,,D001
E000111,Bà Duyên Nguyễn,1980-06-17,Nữ,16106898,1998-06-13,2007-08-02,D001
E000112,Bảo Hoàng,1979-04-30,Nam,16106898,1997-04-25,,D001
E000113,Lan Nguyễn,2003-02-23,Nữ,16106898,2021-02-18,,D001
E000114,Bà Phương Vũ,1981-10-10,Nam,16106898,1999-10-06,,D001
E000115,Quý cô Xuân Dương,1993-08-04,Nam,16106898,2011-07-31,,D001
E000116,Thành Dương,2004-03-20,Nữ,16106898,2022-03-16,,D001
E000117,An Phú Hoàng,1987-10-28,Nữ,16106898,2005-10-23,,D001
E000118,Quý ông Trung Đặng,1987-04-26,Nữ,16106898,2005-04-21,,D001
E000119,An Thế Dương,1993-03-25,Nữ,16106898,2011-03-21,,D001
E000120,Châu Phú Dương,2004-11-10,Nam,16106898,2022-11-06,,D001
E000121,Bà Hạnh Mai,1998-05-04,Nam,16106898,2016-04-29,,D001
E000122,Hà Hoàng,1985-07-28,Nữ,16106898,2003-07-24,,D001
E000123,An Mai Bùi,2002-06-11,Nam,16106898,2020-06-06,,D001
E000124,Ông Nam Vũ,1981-11-10,Nữ,16106898,1999-11-06,,D001
E000125,Bà Hà Dương,2001-03-13,Nam,16106898,2019-03-09,,D001
E000126,Mai Bùi,1983-07-17,Nam,16106898,2001-07-12,,D001
E000127,Kim Mai Dương,1989-10-07,Nữ,16106898,2007-10-03,2023-08-18,D001
E000128,Chị An Dương,1984-04-06,Nữ,16106898,2002-04-02,,D001
E000129,Vũ Bảo Hoàng,1989-09-17,Nam,16106898,2007-09-13,,D001
E000130,Bác Huy Mai,1981-12-20,Nữ,16106898,1999-12-16,,D001
E000131,Hải Xuân Vũ,2003-05-25,Nữ,16106898,2021-05-20,,D001
E000132,Bảo Đức Mai,1998-04-14,Nữ,16106898,2016-04-09,,D001
E000133,Cô Ánh Đặng,2005-08-22,Nữ,16106898,2023-08-18,,D001
E000134,An Trí Vũ,1983-07-15,Nam,16106898,2001-07-10,,D001
E000135,Tú Phạm,2005-10-21,Nữ,16106898,2023-10-17,,D001
E000136,Nhật Đặng,1987-12-18,Nam,16106898,2005-12-13,,D001
E000137,Vi Nguyễn,1995-08-16,Nam,16106898,2013-08-11,,D001
E000138,Yến Hoàng,1986-09-14,Nam,16106898,2004-09-09,,D001
E000139,Vũ Hoàng,2002-06-28,Nữ,16106898,2020-06-23,,D001
E000140,Anh Dũng Dương,1997-02-01,Nam,16106898,2015-01-28,,D001
E000141,Nam Hữu Trần,1996-12-01,Nữ,16106898,2014-11-27,2020-11-07,D001
E000142,Chị Xuân Lê,1988-04-19,Nữ,16106898,2006-04-15,,D001
E000143,Bác Vũ Nguyễn,1992-12-21,Nữ,16106898,2010-12-17,2022-04-26,D001
E000144,Nhật Thị Dương,2003-01-24,Nữ,16106898,2021-01-19,2023-09-15,D001
E000145,Quý cô An Dương,2003-08-20,Nam,16106898,2021-08-15,,D001
E000146,Trung Hữu Hoàng,1988-11-20,Nam,16106898,2006-11-16,,D001
E000147,Hà Đặng,1980-09-22,Nữ,16106898,1998-09-18,,D001
E000148,Nam Thế Trần,1989-10-18,Nữ,16106898,2007-10-14,,D001
E000149,Tùng Tấn Mai,2004-09-02,Nam,16106898,2022-08-29,,D001
E000150,Hưng Mai Nguyễn,1998-10-25,Nam,16106898,2016-10-20,,D001
E000151,Hạnh Đặng,1984-06-17,Nữ,16106898,2002-06-13,,D001
E000152,Ông Huy Lê,1990-10-02,Nam,16106898,2008-09-27,2023-07-07,D001
E000153,Hải Bùi,1991-06-02,Nữ,16106898,2009-05-28,,D001
E000154,Bảo Lê,1984-10-08,Nam,16106898,2002-10-04,,D001
E000155,Hưng Mai Bảo Vũ,1992-01-15,Nam,16106898,2010-01-10,,D001
E000156,Tú Nguyễn,1986-10-05,Nữ,16106898,2004-09-30,,D001
E000157,Nhật Nguyễn,2004-02-08,Nữ,16106898,2022-02-03,,D001
E000158,Châu Nguyễn,1993-06-08,Nam,16106898,2011-06-04,,D001
E000159,Bảo Mai,1994-11-27,Nữ,16106898,2012-11-22,,D001
E000160,Bà Hà Lê,2002-08-10,Nam,16106898,2020-08-05,,D001
E000161,Vân Nguyễn,1991-10-25,Nam,16106898,2009-10-20,,D001
E000162,Quý cô Khoa Dương,2006-08-14,Nữ,16106898,2024-08-09,,D001
E000163,Dương Dương,1999-03-18,Nam,16106898,2017-03-13,,D001
E000164,Anh Nam Dương,1987-09-04,Nam,16106898,2005-08-30,,D001
E000165,Kim Bảo Bùi,1999-03-25,Nam,16106898,2017-03-20,,D001
E000166,Thảo Phạm,1991-11-07,Nữ,16106898,2009-11-02,,D001
E000167,Hoàng Đức Bùi,2002-08-24,Nữ,16106898,2020-08-19,,D001
E000168,Quý ông Nhiên Nguyễn,1986-07-28,Nam,16106898,2004-07-23,,D001
E000169,Bảo Trần,2002-03-17,Nam,16106898,2020-03-12,,D001
E000170,Ông Nhiên Vũ,1988-11-22,Nam,16106898,2006-11-18,,D001
E000171,Quý cô Nhật Phạm,2005-08-06,Nữ,16106898,2023-08-02,,D001
E000172,Cô Khoa Trần,2004-12-15,Nữ,16106898,2022-12-11,,D001
E000173,Vân Dương,2003-07-27,Nữ,16106898,2021-07-22,,D001
E000174,Hạnh Lê,1984-04-06,Nữ,16106898,2002-04-02,,D001
E000175,Khoa Văn Vũ,1998-04-21,Nam,16106898,2016-04-16,,D001
E000176,Ông Dũng Mai,1981-07-25,Nam,16106898,1999-07-21,,D001
E000177,Nhật Đặng,1989-06-09,Nữ,16106898,2007-06-05,,D001
E000178,Nhật Hoàng,2002-01-27,Nữ,16106898,2020-01-23,,D001
E000179,Chị Duyên Mai,1980-03-03,Nam,16106898,1998-02-27,,D001
E000180,Cô Phương Phạm,1991-01-07,Nam,16106898,2009-01-02,2024-12-01,D001
E000181,Hà Thị Bùi,1986-04-07,Nữ,16106898,2004-04-02,2012-02-15,D001
E000182,Hoàng Nguyễn,2003-12-18,Nữ,16106898,2021-12-13,,D001
E000183,Ông Nhiên Nguyễn,1989-06-13,Nữ,16106898,2007-06-09,,D001
E000184,Hà Trần,1997-02-22,Nữ,16106898,2015-02-18,,D001
E000185,Cô Hà Dương,1991-09-02,Nam,16106898,2009-08-28,2014-04-15,D001
E000186,Thành Vũ,1999-04-10,Nữ,16106898,2017-04-05,,D001
E000187,Hạnh Hoàng,1993-10-15,Nữ,16106898,2011-10-11,,D001
E000188,Hồng Dương,1995-10-10,Nam,16106898,2013-10-05,,D001
E000189,Hạnh Tấn Hoàng,1989-10-30,Nữ,16106898,2007-10-26,,D001
E000190,Quý cô Vân Dương,1992-11-03,Nữ,16106898,2010-10-30,,D001
E000191,Khoa Lê,1981-09-25,Nữ,16106898,1999-09-21,,D001
E000192,An Vũ,2004-07-12,Nữ,16106898,2022-07-08,,D001
E000193,Quang Trí Vũ,1999-11-21,Nam,16106898,2017-11-16,,D001
E000194,Cô Lâm Đặng,1995-09-18,Nữ,16106898,2013-09-13,,D001
E000195,Nhật Phú Mai,1989-11-01,Nam,16106898,2007-10-28,2010-04-21,D001
E000196,Bà Hạnh Trần,1993-02-08,Nam,16106898,2011-02-04,,D001
E000197,Lâm Dương,2000-08-04,Nam,16106898,2018-07-31,,D001
E000198,Hà Hữu Vũ,2002-09-03,Nữ,16106898,2020-08-29,,D001
E000199,Bà Hương Nguyễn,1995-06-11,Nữ,16106898,2013-06-06,,D001
E000200,An Mai Bảo Dương,1990-10-20,Nam,16106898,2008-10-15,,D001
E000201,Quý cô Hà Hoàng,1990-02-18,Nam,16106898,2008-02-14,,D001
E000202,Chị Ánh Mai,1993-11-20,Nam,16106898,2011-11-16,,D001
E000203,Dương Trần,2005-12-08,Nam,16106898,2023-12-04,,D001
E000204,Hà Hoàng,2002-11-10,Nam,16106898,2020-11-05,,D001
E000205,Chị An Phạm,1988-07-23,Nữ,16106898,2006-07-19,,D001
E000206,Bà Linh Trần,1982-11-26,Nam,16106898,2000-11-21,2024-07-04,D001
E000207,Châu Hoàng,1986-04-03,Nam,16106898,2004-03-29,,D001
E000208,Hạnh Dương,1986-06-13,Nam,16106898,2004-06-08,,D001
E000209,Bà Vân Bùi,1979-12-15,Nam,16106898,1997-12-10,2000-02-13,D001
E000210,Hà Trần,2001-02-16,Nữ,16106898,2019-02-12,,D001
E000211,An Hoàng,1981-10-22,Nữ,16106898,1999-10-18,,D001
E000212,Bà Nhật Dương,2003-07-04,Nữ,16106898,2021-06-29,2023-12-29,D001
E000213,Cô Hà Nguyễn,1997-12-08,Nữ,16106898,2015-12-04,,D001
E000214,Ông Phúc Vũ,1987-03-27,Nữ,16106898,2005-03-22,,D001
E000215,Thảo Nguyễn,1981-06-23,Nam,16106898,1999-06-19,2000-01-03,D001
E000216,Minh Quang Lê,2005-07-22,Nam,16106898,2023-07-18,,D001
E000217,Cô Nhật Mai,1995-07-23,Nam,16106898,2013-07-18,,D001
E000218,Hải Văn Vũ,1980-04-20,Nam,16106898,1998-04-16,,D001
E000219,Cô Ngọc Đặng,1992-08-23,Nam,16106898,2010-08-19,,D001
E000220,Trọng Văn Nguyễn,1984-06-04,Nam,16106898,2002-05-31,,D001
E000221,Hải Mai Bảo Mai,1983-08-27,Nữ,16106898,2001-08-22,,D001
E000222,Trọng Tấn Mai,1996-09-06,Nữ,16106898,2014-09-02,,D001
E000223,Khoa Vũ,1983-10-06,Nữ,16106898,2001-10-01,2018-05-09,D001
E000224,Bà Thành Đặng,1997-12-21,Nữ,16106898,2015-12-17,,D001
E000225,Nhật Vũ,1979-02-17,Nam,16106898,1997-02-12,,D001
E000226,Quý ông Dũng Đặng,1981-06-07,Nam,16106898,1999-06-03,,D001
E000227,Trọng Nguyễn,1989-11-04,Nam,16106898,2007-10-31,,D001
E000228,Anh Thị Bùi,1990-04-12,Nam,16106898,2008-04-07,,D001
E000229,Lâm Trí Đặng,1989-11-03,Nam,16106898,2007-10-30,2013-07-07,D001
E000230,Cô Ánh Bùi,2004-02-08,Nam,16106898,2022-02-03,,D001
E000231,Huy Đức Phạm,2002-02-03,Nam,16106898,2020-01-30,,D001
E000232,Cô Thảo Dương,1990-08-12,Nam,16106898,2008-08-07,,D001
E000233,Khoa Mai,1981-02-17,Nam,16106898,1999-02-13,2000-05-31,D001
E000234,Bác Minh Bùi,1979-04-17,Nam,16106898,1997-04-12,,D001
E000235,Chị Khoa Vũ,1992-03-12,Nam,16106898,2010-03-08,,D001
E000236,Bác Huy Phạm,2005-04-24,Nữ,16106898,2023-04-20,,D001
E000237,Lan Lê,1997-10-04,Nam,16106898,2015-09-30,,D001
E000238,Anh Tú Nguyễn,2004-08-21,Nữ,16106898,2022-08-17,,D001
E000239,Minh Mai,1982-12-09,Nam,16106898,2000-12-04,2014-10-17,D001
E000240,Ngọc Hoàng,2001-07-29,Nam,16106898,2019-07-25,,D001
E000241,Quý cô Duyên Phạm,1986-03-17,Nam,16106898,2004-03-12,,D001
E000242,Tùng Mai,1981-08-23,Nam,16106898,1999-08-19,,D001
E000243,Hải Dương,1999-01-18,Nữ,16106898,2017-01-13,,D001
E000244,Phúc Văn Lê,1980-09-14,Nam,16106898,1998-09-10,,D001
E000245,Chị Xuân Vũ,1979-04-19,Nam,16106898,1997-04-14,,D001
E000246,Dương Bùi,1997-06-05,Nam,16106898,2015-06-01,,D001
E000247,Tú Mai Bảo Dương,2006-05-01,Nam,16106898,2024-04-26,,D001
E000248,Minh Phạm,1983-12-29,Nữ,16106898,2001-12-24,2003-10-22,D001
E000249,Châu Phạm,2000-11-10,Nam,16106898,2018-11-06,,D001
E000250,Chị Vân Trần,1981-08-18,Nam,16106898,1999-08-14,,D001
E000251,Chị Hạnh Nguyễn,1981-03-11,Nam,16106898,1999-03-07,,D001
E000252,Quang Hoàng,1980-12-10,Nữ,16106898,1998-12-06,2019-06-06,D001
E000253,Ánh Dương,1997-11-22,Nam,16106898,2015-11-18,,D001
E000254,Hưng Văn Bùi,1989-04-14,Nam,16106898,2007-04-10,2024-09-25,D001
E000255,Bà Lâm Phạm,1981-07-21,Nam,16106898,1999-07-17,,D001
E000256,Phúc Mai,1989-05-27,Nam,16106898,2007-05-23,,D001
E000257,Bà Yến Mai,1980-08-05,Nữ,16106898,1998-08-01,,D001
E000258,Hạnh Trí Trần,1984-01-07,Nữ,16106898,2002-01-02,,D001
E000259,Quý cô Kim Dương,1988-03-29,Nữ,16106898,2006-03-25,,D001
E000260,Kim Vũ,1998-04-26,Nam,16106898,2016-04-21,,D001
E000261,Vi Đặng,1991-10-06,Nam,16106898,2009-10-01,,D001
E000262,Quý ông Tùng Mai,1984-11-12,Nam,16106898,2002-11-08,2003-05-14,D001
E000263,Thành Văn Bùi,2004-08-16,Nam,16106898,2022-08-12,2024-11-22,D001
E000264,Quý ông Trung Lê,1990-03-29,Nữ,16106898,2008-03-24,,D001
E000265,Anh Huy Trần,2001-12-21,Nữ,16106898,2019-12-17,2020-12-27,D001
E000266,Bảo Bùi,1993-08-07,Nam,16106898,2011-08-03,,D001
E000267,Nhiên Hoàng,1984-12-15,Nam,16106898,2002-12-11,,D001
E000268,Bà An Bùi,2000-01-18,Nữ,16106898,2018-01-13,,D001
E000269,Cô Duyên Dương,1989-08-25,Nữ,16106898,2007-08-21,2008-07-16,D001
E000270,Bà Nhật Vũ,2000-04-08,Nữ,16106898,2018-04-04,,D001
E000271,Khoa Hải Vũ,2005-01-26,Nam,16106898,2023-01-22,,D001
E000272,Hồng Trần,1987-05-06,Nữ,16106898,2005-05-01,,D001
E000273,Thảo Trần,1992-05-03,Nữ,16106898,2010-04-29,2019-03-01,D001
E000274,Bảo Phạm,1996-09-23,Nữ,16106898,2014-09-19,,D001
E000275,Bảo Văn Nguyễn,1983-11-16,Nam,16106898,2001-11-11,2007-12-21,D001
E000276,Khoa Mai Dương,2001-12-13,Nam,16106898,2019-12-09,,D001
E000277,Bà Lâm Nguyễn,1997-03-27,Nam,16106898,2015-03-23,,D001
E000278,Quý ông Phúc Phạm,1990-08-31,Nữ,16106898,2008-08-26,2022-03-22,D001
E000279,Hà Mai,2005-03-08,Nữ,16106898,2023-03-04,,D001
E000280,Anh Phú Phạm,1993-08-08,Nam,16106898,2011-08-04,,D001
E000281,Anh Tú Mai,1982-01-23,Nữ,16106898,2000-01-19,2015-02-02,D001
E000282,Cô Lan Phạm,1987-07-16,Nam,16106898,2005-07-11,,D001
E000283,Vũ Đức Đặng,1987-06-06,Nam,16106898,2005-06-01,,D001
E000284,Minh Hữu Vũ,1995-04-28,Nữ,16106898,2013-04-23,2013-06-29,D001
E000285,Dương Nguyễn,1997-11-12,Nữ,16106898,2015-11-08,,D001
E000286,Phúc Đức Trần,2004-09-24,Nữ,16106898,2022-09-20,,D001
E000287,Hải Tấn Lê,1979-08-30,Nữ,16106898,1997-08-25,,D001
E000288,Tùng Hoàng Vũ,1980-08-08,Nam,16106898,1998-08-04,2002-03-28,D001
E000289,An Mai,1993-06-17,Nam,16106898,2011-06-13,2015-09-28,D001
E000290,Hà Nguyễn,2001-07-10,Nữ,16106898,2019-07-06,,D001
E000291,Bác Nam Phạm,1999-02-20,Nam,16106898,2017-02-15,,D001
E000292,Lâm Mai Dương,1985-11-23,Nữ,16106898,2003-11-19,,D001
E000293,Quý cô Yến Nguyễn,1994-09-09,Nữ,16106898,2012-09-04,,D001
E000294,Nhật Thế Mai,2002-12-25,Nữ,16106898,2020-12-20,2024-10-12,D001
E000295,Linh Lê,2004-10-01,Nam,16106898,2022-09-27,,D001
E000296,Hồng Đặng,1997-10-31,Nam,16106898,2015-10-27,,D001
E000297,Thành Mai Bảo Hoàng,1986-12-12,Nữ,16106898,2004-12-07,,D001
E000298,Quý cô Vi Bùi,1986-10-22,Nam,16106898,2004-10-17,,D001
E000299,Trọng Bùi,1983-06-22,Nam,16106898,2001-06-17,2012-10-24,D001
E000300,Ánh Lê,1997-09-20,Nữ,16106898,2015-09-16,2020-08-25,D001
E000301,Hưng Thế Vũ,1994-03-31,Nam,16106898,2012-03-26,,D001
E000302,Quý cô Vi Đặng,1984-05-22,Nam,16106898,2002-05-18,2024-01-17,D001
E000303,Chị Hồng Phạm,1984-05-13,Nữ,16106898,2002-05-09,,D001
E000304,Minh Dương,1992-08-04,Nam,16106898,2010-07-31,,D001
E000305,Phương Bùi,1985-10-09,Nam,16106898,2003-10-05,2010-12-28,D001
E000306,Nhiên Bảo Nguyễn,2003-07-04,Nữ,16106898,2021-06-29,,D001
E000307,Ông Tùng Đặng,1998-07-05,Nữ,16106898,2016-06-30,,D001
E000308,Chị Hồng Hoàng,1999-12-29,Nam,16106898,2017-12-24,2023-07-22,D001
E000309,Cô Vân Mai,2004-09-05,Nữ,16106898,2022-09-01,,D001
E000310,Anh Quang Lê,1979-07-29,Nam,16106898,1997-07-24,,D001
E000311,Lâm Đặng,1989-07-17,Nữ,16106898,2007-07-13,,D001
E000312,Hạnh Mai Bùi,2004-02-03,Nam,16106898,2022-01-29,,D001
E000313,Bà Hương Vũ,1992-08-28,Nam,16106898,2010-08-24,2021-02-18,D001
E000314,Kim Trần,1991-06-08,Nữ,16106898,2009-06-03,,D001
E000315,Hưng Hữu Bùi,1989-04-26,Nam,16106898,2007-04-22,,D001
E000316,Hạnh Đức Dương,2001-01-28,Nam,16106898,2019-01-24,,D001
E000317,Bảo Lê,2005-03-17,Nam,16106898,2023-03-13,,D001
E000318,Anh Nhiên Trần,1982-12-08,Nam,16106898,2000-12-03,,D001
E000319,Anh Vũ Bùi,1980-06-21,Nam,16106898,1998-06-17,,D001
E000320,Bảo Xuân Lê,1990-05-21,Nam,16106898,2008-05-16,,D001
E000321,Bác Huy Mai,1993-09-23,Nữ,16106898,2011-09-19,,D001
E000322,Hải Quang Trần,1993-05-08,Nam,16106898,2011-05-04,,D001
E000323,Vi Phạm,1995-05-08,Nam,16106898,2013-05-03,,D001
E000324,Minh Quang Dương,1982-11-19,Nữ,16106898,2000-11-14,,D001
E000325,Nam Quang Nguyễn,1996-06-24,Nam,16106898,2014-06-20,,D001
E000326,Hoàng Mai Hoàng,1990-08-22,Nữ,16106898,2008-08-17,,D001
E000327,Nhật Thị Lê,1991-01-20,Nữ,16106898,2009-01-15,,D001
E000328,Cô Dương Trần,1994-07-03,Nam,16106898,2012-06-28,,D001
